Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
NBL_290_Mar_M2_PM,IL-8,F03,6,2,,1509123,1509123,1509123,1509123,NaN,,,4505.357661,4505.357661,NaN
NBL_290_Mar_M2_PM,TNF-α,F03,10,2,,52465,52465,52465,52465,NaN,,,178.8900372,178.8900372,NaN
NBL_290_Mar_M2_Veh,Eotaxin,B03,1,4,,1097,1097,1097,1097,NaN,,,121.3677155,121.3677155,NaN
NBL_290_Mar_M2_Veh,Eotaxin-3,B03,3,4,,583,583,583,583,NaN,,,30.57340649,30.57340649,NaN
NBL_290_Mar_M2_Veh,IL-8,B03,7,4,,1016,1016,1016,1016,NaN,,,2704.802045,2704.802045,NaN
NBL_290_Mar_M2_Veh,IP-10,B03,5,4,,63128,63128,63128,63128,NaN,,,435.5665448,435.5665448,NaN
NBL_290_Mar_M2_Veh,MCP-1,B03,8,4,,1795923,1795923,1795923,1795923,NaN,,,14521.0007,14521.0007,NaN
NBL_290_Mar_M2_Veh,MCP-4,B03,10,4,,1654774,1654774,1654774,1654774,NaN,,,6420.845487,NaN,NaN
NBL_290_Mar_M2_Veh,MDC,B03,9,4,,200300,200300,200300,200300,NaN,,,13097.31646,13097.31646,NaN
NBL_290_Mar_M2_Veh,MIP-1α,B03,6,4,,31661,31661,31661,31661,NaN,,,833.4740491,833.4740491,NaN
NBL_290_Mar_M2_Veh,MIP-1β,B03,2,4,,1391649,1391649,1391649,1391649,NaN,,,7271.004077,7271.004077,NaN
NBL_290_Mar_M2_Veh,TARC,B03,4,4,,25259,25259,25259,25259,NaN,,,241.1756482,241.1756482,NaN
NBL_290_Mar_M2_Veh,GM-CSF,B03,1,2,,191,191,191,191,NaN,,,0.027750482,0.027750482,NaN
NBL_290_Mar_M2_Veh,IL-12p40,B03,5,2,,603,603,603,603,NaN,,,1.709638693,1.709638693,NaN
NBL_290_Mar_M2_Veh,IL-15,B03,6,2,,169,169,169,169,NaN,,,0.06970734,0.06970734,NaN
NBL_290_Mar_M2_Veh,IL-16,B03,7,2,,1073,1073,1073,1073,NaN,,,29.55790684,29.55790684,NaN
NBL_290_Mar_M2_Veh,IL-17,B03,8,2,,131,131,131,131,NaN,,,0.001725992,0.001725992,NaN
NBL_290_Mar_M2_Veh,IL-1α,B03,2,2,,528,528,528,528,NaN,,,0.08673938,0.08673938,NaN
NBL_290_Mar_M2_Veh,IL-5,B03,3,2,,503,503,503,503,NaN,,,0.07911242,0.07911242,NaN
NBL_290_Mar_M2_Veh,IL-7,B03,4,2,,205,205,205,205,NaN,,,0.142605942,0.142605942,NaN
NBL_290_Mar_M2_Veh,TNF-β,B03,9,2,,298,298,298,298,NaN,,,0.004331848,NaN,NaN
NBL_290_Mar_M2_Veh,VEGF,B03,10,2,,1544,1544,1544,1544,NaN,,,12.44969365,12.44969365,NaN
NBL_290_Mar_M2_Veh,IFN-γ,B03,1,2,,593,593,593,593,NaN,,,1.728379018,1.728379018,NaN
NBL_290_Mar_M2_Veh,IL-10,B03,7,2,,1943,1943,1943,1943,NaN,,,1.869620965,1.869620965,NaN
NBL_290_Mar_M2_Veh,IL-12p70,B03,8,2,,501,501,501,501,NaN,,,0.251242778,0.251242778,NaN
NBL_290_Mar_M2_Veh,IL-13,B03,9,2,,467,467,467,467,NaN,,,3.41983189,3.41983189,NaN
NBL_290_Mar_M2_Veh,IL-1β,B03,2,2,,4935,4935,4935,4935,NaN,,,2.401402115,2.401402115,NaN
NBL_290_Mar_M2_Veh,IL-2,B03,3,2,,1181,1181,1181,1181,NaN,,,1.481751594,1.481751594,NaN
NBL_290_Mar_M2_Veh,IL-4,B03,4,2,,70473,70473,70473,70473,NaN,,,62.90662498,62.90662498,NaN
NBL_290_Mar_M2_Veh,IL-6,B03,5,2,,26101,26101,26101,26101,NaN,,,78.49903134,78.49903134,NaN
NBL_290_Mar_M2_Veh,IL-8,B03,6,2,,1372918,1372918,1372918,1372918,NaN,,,4064.19461,4064.19461,NaN
NBL_290_Mar_M2_Veh,TNF-α,B03,10,2,,5353,5353,5353,5353,NaN,,,16.12679206,16.12679206,NaN
NBL_291_M0_M1,Eotaxin,C02,1,4,,6738,6738,6738,6738,NaN,,,443.8160745,443.8160745,NaN
NBL_291_M0_M1,Eotaxin-3,C02,3,4,,739,739,739,739,NaN,,,41.69671665,41.69671665,NaN
NBL_291_M0_M1,IL-8,C02,7,4,,302799,302799,302799,302799,NaN,,,261231.3962,261231.3962,NaN
NBL_291_M0_M1,IP-10,C02,5,4,,1337979,1337979,1337979,1337979,NaN,,,30827.31069,30827.31069,NaN
NBL_291_M0_M1,MCP-1,C02,8,4,,1742044,1742044,1742044,1742044,NaN,,,14054.73199,14054.73199,NaN
NBL_291_M0_M1,MCP-4,C02,10,4,,1186,1186,1186,1186,NaN,,,84.30431131,84.30431131,NaN
NBL_291_M0_M1,MDC,C02,9,4,,6305,6305,6305,6305,NaN,,,716.4925758,716.4925758,NaN
NBL_291_M0_M1,MIP-1α,C02,6,4,,1548183,1548183,1548183,1548183,NaN,,,9588.545741,9588.545741,NaN
NBL_291_M0_M1,MIP-1β,C02,2,4,,1633104,1633104,1633104,1633104,NaN,,,8268.16147,8268.16147,NaN
NBL_291_M0_M1,TARC,C02,4,4,,9850,9850,9850,9850,NaN,,,86.31926389,86.31926389,NaN
NBL_291_M0_M1,GM-CSF,C02,1,2,,4094,4094,4094,4094,NaN,,,15.20123039,15.20123039,NaN
NBL_291_M0_M1,IL-12p40,C02,5,2,,132573,132573,132573,132573,NaN,,,2025.465068,2025.465068,NaN
NBL_291_M0_M1,IL-15,C02,6,2,,3669,3669,3669,3669,NaN,,,10.48291108,10.48291108,NaN
NBL_291_M0_M1,IL-16,C02,7,2,,12962,12962,12962,12962,NaN,,,269.8315169,269.8315169,NaN
NBL_291_M0_M1,IL-17,C02,8,2,,1571,1571,1571,1571,NaN,,,15.23020906,15.23020906,NaN
NBL_291_M0_M1,IL-1α,C02,2,2,,5665,5665,5665,5665,NaN,,,18.0061353,18.0061353,NaN
NBL_291_M0_M1,IL-5,C02,3,2,,611,611,611,611,NaN,,,0.24223052,0.24223052,NaN
NBL_291_M0_M1,IL-7,C02,4,2,,655,655,655,655,NaN,,,1.804084187,1.804084187,NaN
NBL_291_M0_M1,TNF-β,C02,9,2,,12810,12810,12810,12810,NaN,,,59.62193501,59.62193501,NaN
NBL_291_M0_M1,VEGF,C02,10,2,,161319,161319,161319,161319,NaN,,,1225.504975,1225.504975,NaN
NBL_291_M0_M1,IFN-γ,C02,1,2,,1717409,1717409,1717409,1717409,NaN,,,30799.37212,30799.37212,NaN
NBL_291_M0_M1,IL-10,C02,7,2,,773344,773344,773344,773344,NaN,,,1813.106098,1813.106098,NaN
NBL_291_M0_M1,IL-12p70,C02,8,2,,9351,9351,9351,9351,NaN,,,24.8734238,24.8734238,NaN
NBL_291_M0_M1,IL-13,C02,9,2,,13623,13623,13623,13623,NaN,,,66.56985563,66.56985563,NaN
NBL_291_M0_M1,IL-1β,C02,2,2,,73782,73782,73782,73782,NaN,,,75.73885919,75.73885919,NaN
NBL_291_M0_M1,IL-2,C02,3,2,,3457,3457,3457,3457,NaN,,,6.769467302,6.769467302,NaN
NBL_291_M0_M1,IL-4,C02,4,2,,5578,5578,5578,5578,NaN,,,3.494614181,3.494614181,NaN
NBL_291_M0_M1,IL-6,C02,5,2,,1545743,1545743,1545743,1545743,NaN,,,4840.638252,4840.638252,NaN
NBL_291_M0_M1,IL-8,C02,6,2,,1561196,1561196,1561196,1561196,NaN,,,4675.002439,4675.002439,NaN
NBL_291_M0_M1,TNF-α,C02,10,2,,1851204,1851204,1851204,1851204,NaN,,,6911.890392,6911.890392,NaN
NBL_291_M0_M1+PM,Eotaxin,G02,1,4,,8433,8433,8433,8433,NaN,,,518.733691,518.733691,NaN
NBL_291_M0_M1+PM,Eotaxin-3,G02,3,4,,738,738,738,738,NaN,,,41.62428274,41.62428274,NaN
NBL_291_M0_M1+PM,IL-8,G02,7,4,,609349,609349,609349,609349,NaN,,,447464.1205,447464.1205,NaN
NBL_291_M0_M1+PM,IP-10,G02,5,4,,1327478,1327478,1327478,1327478,NaN,,,30358.28063,30358.28063,NaN
NBL_291_M0_M1+PM,MCP-1,G02,8,4,,1702728,1702728,1702728,1702728,NaN,,,13715.18613,13715.18613,NaN
NBL_291_M0_M1+PM,MCP-4,G02,10,4,,2003,2003,2003,2003,NaN,,,126.6564888,126.6564888,NaN
NBL_291_M0_M1+PM,MDC,G02,9,4,,6072,6072,6072,6072,NaN,,,693.3701731,693.3701731,NaN
NBL_291_M0_M1+PM,MIP-1α,G02,6,4,,1490510,1490510,1490510,1490510,NaN,,,9341.536245,9341.536245,NaN
NBL_291_M0_M1+PM,MIP-1β,G02,2,4,,1605483,1605483,1605483,1605483,NaN,,,8155.602654,8155.602654,NaN
NBL_291_M0_M1+PM,TARC,G02,4,4,,12469,12469,12469,12469,NaN,,,112.1971025,112.1971025,NaN
NBL_291_M0_M1+PM,GM-CSF,G02,1,2,,17074,17074,17074,17074,NaN,,,85.93679637,85.93679637,NaN
NBL_291_M0_M1+PM,IL-12p40,G02,5,2,,44742,44742,44742,44742,NaN,,,528.2736528,528.2736528,NaN
NBL_291_M0_M1+PM,IL-15,G02,6,2,,2674,2674,2674,2674,NaN,,,7.094800536,7.094800536,NaN
NBL_291_M0_M1+PM,IL-16,G02,7,2,,3124,3124,3124,3124,NaN,,,79.65957953,79.65957953,NaN
NBL_291_M0_M1+PM,IL-17,G02,8,2,,423,423,423,423,NaN,,,2.297585409,2.297585409,NaN
NBL_291_M0_M1+PM,IL-1α,G02,2,2,,10491,10491,10491,10491,NaN,,,38.58427243,38.58427243,NaN
NBL_291_M0_M1+PM,IL-5,G02,3,2,,516,516,516,516,NaN,,,0.097260859,0.097260859,NaN
NBL_291_M0_M1+PM,IL-7,G02,4,2,,384,384,384,384,NaN,,,0.74275091,0.74275091,NaN
NBL_291_M0_M1+PM,TNF-β,G02,9,2,,8723,8723,8723,8723,NaN,,,39.21856364,39.21856364,NaN
NBL_291_M0_M1+PM,VEGF,G02,10,2,,88102,88102,88102,88102,NaN,,,694.4371975,694.4371975,NaN
NBL_291_M0_M1+PM,IFN-γ,G02,1,2,,1680494,1680494,1680494,1680494,NaN,,,30071.83048,30071.83048,NaN
NBL_291_M0_M1+PM,IL-10,G02,7,2,,683581,683581,683581,683581,NaN,,,1580.700722,1580.700722,NaN
NBL_291_M0_M1+PM,IL-12p70,G02,8,2,,5882,5882,5882,5882,NaN,,,14.48219438,14.48219438,NaN
NBL_291_M0_M1+PM,IL-13,G02,9,2,,9675,9675,9675,9675,NaN,,,51.71760345,51.71760345,NaN
NBL_291_M0_M1+PM,IL-1β,G02,2,2,,69074,69074,69074,69074,NaN,,,70.28072203,70.28072203,NaN
NBL_291_M0_M1+PM,IL-2,G02,3,2,,3388,3388,3388,3388,NaN,,,6.598132906,6.598132906,NaN
NBL_291_M0_M1+PM,IL-4,G02,4,2,,8710,8710,8710,8710,NaN,,,5.850055142,5.850055142,NaN
NBL_291_M0_M1+PM,IL-6,G02,5,2,,1525630,1525630,1525630,1525630,NaN,,,4777.086166,4777.086166,NaN
NBL_291_M0_M1+PM,IL-8,G02,6,2,,1555656,1555656,1555656,1555656,NaN,,,4656.929148,4656.929148,NaN
NBL_291_M0_M1+PM,TNF-α,G02,10,2,,1937855,1937855,1937855,1937855,NaN,,,7243.801887,7243.801887,NaN
NBL_291_M0_PM,Eotaxin,E02,1,4,,509,509,509,509,NaN,,,65.63766205,65.63766205,NaN
NBL_291_M0_PM,Eotaxin-3,E02,3,4,,110,110,110,110,NaN,,,0.651790991,0.651790991,NaN
NBL_291_M0_PM,IL-8,E02,7,4,,611240,611240,611240,611240,NaN,,,448533.1737,448533.1737,NaN
NBL_291_M0_PM,IP-10,E02,5,4,,76131,76131,76131,76131,NaN,,,549.3301478,549.3301478,NaN
NBL_291_M0_PM,MCP-1,E02,8,4,,1741058,1741058,1741058,1741058,NaN,,,14046.20935,14046.20935,NaN
NBL_291_M0_PM,MCP-4,E02,10,4,,46905,46905,46905,46905,NaN,,,1226.592122,1226.592122,NaN
NBL_291_M0_PM,MDC,E02,9,4,,7940,7940,7940,7940,NaN,,,874.7807441,874.7807441,NaN
NBL_291_M0_PM,MIP-1α,E02,6,4,,105117,105117,105117,105117,NaN,,,1738.746739,1738.746739,NaN
NBL_291_M0_PM,MIP-1β,E02,2,4,,1282316,1282316,1282316,1282316,NaN,,,6808.738164,6808.738164,NaN
NBL_291_M0_PM,TARC,E02,4,4,,7221,7221,7221,7221,NaN,,,60.62994879,60.62994879,NaN
NBL_291_M0_PM,GM-CSF,E02,1,2,,1252,1252,1252,1252,NaN,,,3.294657854,3.294657854,NaN
NBL_291_M0_PM,IL-12p40,E02,5,2,,950,950,950,950,NaN,,,3.557164024,3.557164024,NaN
NBL_291_M0_PM,IL-15,E02,6,2,,265,265,265,265,NaN,,,0.240806429,0.240806429,NaN
NBL_291_M0_PM,IL-16,E02,7,2,,8267,8267,8267,8267,NaN,,,184.4573445,184.4573445,NaN
NBL_291_M0_PM,IL-17,E02,8,2,,160,160,160,160,NaN,,,0.151971231,0.151971231,NaN
NBL_291_M0_PM,IL-1α,E02,2,2,,24577,24577,24577,24577,NaN,,,106.7769879,106.7769879,NaN
NBL_291_M0_PM,IL-5,E02,3,2,,477,477,477,477,NaN,,,0.044679442,0.044679442,NaN
NBL_291_M0_PM,IL-7,E02,4,2,,177,177,177,177,NaN,,,0.064945612,0.064945612,NaN
NBL_291_M0_PM,TNF-β,E02,9,2,,268,268,268,268,NaN,,,0.004331848,NaN,NaN
NBL_291_M0_PM,VEGF,E02,10,2,,88202,88202,88202,88202,NaN,,,695.1780247,695.1780247,NaN
NBL_291_M0_PM,IFN-γ,E02,1,2,,946,946,946,946,NaN,,,4.843228697,4.843228697,NaN
NBL_291_M0_PM,IL-10,E02,7,2,,16420,16420,16420,16420,NaN,,,24.59361431,24.59361431,NaN
NBL_291_M0_PM,IL-12p70,E02,8,2,,862,862,862,862,NaN,,,1.016041767,1.016041767,NaN
NBL_291_M0_PM,IL-13,E02,9,2,,1997,1997,1997,1997,NaN,,,15.33336013,15.33336013,NaN
NBL_291_M0_PM,IL-1β,E02,2,2,,59703,59703,59703,59703,NaN,,,59.53997675,59.53997675,NaN
NBL_291_M0_PM,IL-2,E02,3,2,,1834,1834,1834,1834,NaN,,,2.902525286,2.902525286,NaN
NBL_291_M0_PM,IL-4,E02,4,2,,2008,2008,2008,2008,NaN,,,1.032705885,1.032705885,NaN
NBL_291_M0_PM,IL-6,E02,5,2,,308272,308272,308272,308272,NaN,,,952.3739339,952.3739339,NaN
NBL_291_M0_PM,IL-8,E02,6,2,,1511988,1511988,1511988,1511988,NaN,,,4514.677585,4514.677585,NaN
NBL_291_M0_PM,TNF-α,E02,10,2,,15557,15557,15557,15557,NaN,,,50.63287063,50.63287063,NaN
NBL_291_M0_Veh,Eotaxin,A02,1,4,,430,430,430,430,NaN,,,56.51356621,56.51356621,NaN
NBL_291_M0_Veh,Eotaxin-3,A02,3,4,,127,127,127,127,NaN,,,1.480310841,1.480310841,NaN
NBL_291_M0_Veh,IL-8,A02,7,4,,1004,1004,1004,1004,NaN,,,2673.029745,2673.029745,NaN
NBL_291_M0_Veh,IP-10,A02,5,4,,37120,37120,37120,37120,NaN,,,226.3451695,226.3451695,NaN
NBL_291_M0_Veh,MCP-1,A02,8,4,,1670532,1670532,1670532,1670532,NaN,,,13437.57576,13437.57576,NaN
NBL_291_M0_Veh,MCP-4,A02,10,4,,487,487,487,487,NaN,,,37.05900782,37.05900782,NaN
NBL_291_M0_Veh,MDC,A02,9,4,,6195,6195,6195,6195,NaN,,,705.5959386,705.5959386,NaN
NBL_291_M0_Veh,MIP-1α,A02,6,4,,1153,1153,1153,1153,NaN,,,100.4837464,100.4837464,NaN
NBL_291_M0_Veh,MIP-1β,A02,2,4,,19725,19725,19725,19725,NaN,,,239.9755827,239.9755827,NaN
NBL_291_M0_Veh,TARC,A02,4,4,,3221,3221,3221,3221,NaN,,,22.40154853,22.40154853,NaN
NBL_291_M0_Veh,GM-CSF,A02,1,2,,174,174,174,174,NaN,,,0.002158558,0.002158558,NaN
NBL_291_M0_Veh,IL-12p40,A02,5,2,,195,195,195,195,NaN,,,0.039149283,0.039149283,NaN
NBL_291_M0_Veh,IL-15,A02,6,2,,198,198,198,198,NaN,,,0.117830535,0.117830535,NaN
NBL_291_M0_Veh,IL-16,A02,7,2,,8303,8303,8303,8303,NaN,,,185.139382,185.139382,NaN
NBL_291_M0_Veh,IL-17,A02,8,2,,119,119,119,119,NaN,,,0.000862996,NaN,NaN
NBL_291_M0_Veh,IL-1α,A02,2,2,,614,614,614,614,NaN,,,0.268931041,0.268931041,NaN
NBL_291_M0_Veh,IL-5,A02,3,2,,472,472,472,472,NaN,,,0.03841351,0.03841351,NaN
NBL_291_M0_Veh,IL-7,A02,4,2,,292,292,292,292,NaN,,,0.418567547,0.418567547,NaN
NBL_291_M0_Veh,TNF-β,A02,9,2,,262,262,262,262,NaN,,,0.004331848,NaN,NaN
NBL_291_M0_Veh,VEGF,A02,10,2,,9477,9477,9477,9477,NaN,,,83.47609019,83.47609019,NaN
NBL_291_M0_Veh,IFN-γ,A02,1,2,,587,587,587,587,NaN,,,1.678171166,1.678171166,NaN
NBL_291_M0_Veh,IL-10,A02,7,2,,1598,1598,1598,1598,NaN,,,1.42060887,1.42060887,NaN
NBL_291_M0_Veh,IL-12p70,A02,8,2,,578,578,578,578,NaN,,,0.405086822,0.405086822,NaN
NBL_291_M0_Veh,IL-13,A02,9,2,,628,628,628,628,NaN,,,5.092675936,5.092675936,NaN
NBL_291_M0_Veh,IL-1β,A02,2,2,,6544,6544,6544,6544,NaN,,,3.77615752,3.77615752,NaN
NBL_291_M0_Veh,IL-2,A02,3,2,,869,869,869,869,NaN,,,0.850542315,0.850542315,NaN
NBL_291_M0_Veh,IL-4,A02,4,2,,486,486,486,486,NaN,,,0.138390184,0.138390184,NaN
NBL_291_M0_Veh,IL-6,A02,5,2,,7687,7687,7687,7687,NaN,,,22.37900966,22.37900966,NaN
NBL_291_M0_Veh,IL-8,A02,6,2,,1501749,1501749,1501749,1501749,NaN,,,4481.377279,4481.377279,NaN
NBL_291_M0_Veh,TNF-α,A02,10,2,,1810,1810,1810,1810,NaN,,,4.457608835,4.457608835,NaN
NBL_291_M2_M1,Eotaxin,D02,1,4,,2287,2287,2287,2287,NaN,,,207.7488144,207.7488144,NaN
NBL_291_M2_M1,Eotaxin-3,D02,3,4,,1156,1156,1156,1156,NaN,,,72.9051589,72.9051589,NaN
NBL_291_M2_M1,IL-8,D02,7,4,,450162,450162,450162,450162,NaN,,,354425.1335,354425.1335,NaN
NBL_291_M2_M1,IP-10,D02,5,4,,1379469,1379469,1379469,1379469,NaN,,,32737.81152,32737.81152,NaN
NBL_291_M2_M1,MCP-1,D02,8,4,,1714714,1714714,1714714,1714714,NaN,,,13818.63829,13818.63829,NaN
NBL_291_M2_M1,MCP-4,D02,10,4,,735741,735741,735741,735741,NaN,,,6420.845487,NaN,NaN
NBL_291_M2_M1,MDC,D02,9,4,,366413,366413,366413,366413,NaN,,,21621.98825,21621.98825,NaN
NBL_291_M2_M1,MIP-1α,D02,6,4,,1514243,1514243,1514243,1514243,NaN,,,9443.390123,9443.390123,NaN
NBL_291_M2_M1,MIP-1β,D02,2,4,,1637906,1637906,1637906,1637906,NaN,,,8287.692922,8287.692922,NaN
NBL_291_M2_M1,TARC,D02,4,4,,85498,85498,85498,85498,NaN,,,873.944756,873.944756,NaN
NBL_291_M2_M1,GM-CSF,D02,1,2,,9224,9224,9224,9224,NaN,,,40.98204238,40.98204238,NaN
NBL_291_M2_M1,IL-12p40,D02,5,2,,1292218,1292218,1292218,1292218,NaN,,,33770.7365,33770.7365,NaN
NBL_291_M2_M1,IL-15,D02,6,2,,3619,3619,3619,3619,NaN,,,10.30787341,10.30787341,NaN
NBL_291_M2_M1,IL-16,D02,7,2,,8063,8063,8063,8063,NaN,,,180.5826848,180.5826848,NaN
NBL_291_M2_M1,IL-17,D02,8,2,,11282,11282,11282,11282,NaN,,,172.7700316,172.7700316,NaN
NBL_291_M2_M1,IL-1α,D02,2,2,,8940,8940,8940,8940,NaN,,,31.74759386,31.74759386,NaN
NBL_291_M2_M1,IL-5,D02,3,2,,2045,2045,2045,2045,NaN,,,3.227123807,3.227123807,NaN
NBL_291_M2_M1,IL-7,D02,4,2,,7188,7188,7188,7188,NaN,,,38.18304939,38.18304939,NaN
NBL_291_M2_M1,TNF-β,D02,9,2,,63790,63790,63790,63790,NaN,,,332.9159273,332.9159273,NaN
NBL_291_M2_M1,VEGF,D02,10,2,,127257,127257,127257,127257,NaN,,,980.9336863,980.9336863,NaN
NBL_291_M2_M1,IFN-γ,D02,1,2,,1762256,1762256,1762256,1762256,NaN,,,31685.44727,31685.44727,NaN
NBL_291_M2_M1,IL-10,D02,7,2,,1116571,1116571,1116571,1116571,NaN,,,2727.945878,2727.945878,NaN
NBL_291_M2_M1,IL-12p70,D02,8,2,,262646,262646,262646,262646,NaN,,,1051.668621,1051.668621,NaN
NBL_291_M2_M1,IL-13,D02,9,2,,9039,9039,9039,9039,NaN,,,49.17515939,49.17515939,NaN
NBL_291_M2_M1,IL-1β,D02,2,2,,216471,216471,216471,216471,NaN,,,253.6434812,253.6434812,NaN
NBL_291_M2_M1,IL-2,D02,3,2,,4741,4741,4741,4741,NaN,,,10.04128274,10.04128274,NaN
NBL_291_M2_M1,IL-4,D02,4,2,,41753,41753,41753,41753,NaN,,,34.81758756,34.81758756,NaN
NBL_291_M2_M1,IL-6,D02,5,2,,1598108,1598108,1598108,1598108,NaN,,,5006.139807,5006.139807,NaN
NBL_291_M2_M1,IL-8,D02,6,2,,1545037,1545037,1545037,1545037,NaN,,,4622.302987,4622.302987,NaN
NBL_291_M2_M1,TNF-α,D02,10,2,,1874499,1874499,1874499,1874499,NaN,,,7001.079454,7001.079454,NaN
NBL_291_M2_M1+PM,Eotaxin,H02,1,4,,2056,2056,2056,2056,NaN,,,192.4913782,192.4913782,NaN
NBL_291_M2_M1+PM,Eotaxin-3,H02,3,4,,1404,1404,1404,1404,NaN,,,92.23097231,92.23097231,NaN
NBL_291_M2_M1+PM,IL-8,H02,7,4,,648821,648821,648821,648821,NaN,,,469627.075,469627.075,NaN
NBL_291_M2_M1+PM,IP-10,H02,5,4,,1382580,1382580,1382580,1382580,NaN,,,32884.85367,32884.85367,NaN
NBL_291_M2_M1+PM,MCP-1,H02,8,4,,1807426,1807426,1807426,1807426,NaN,,,14620.68803,14620.68803,NaN
NBL_291_M2_M1+PM,MCP-4,H02,10,4,,765140,765140,765140,765140,NaN,,,6420.845487,NaN,NaN
NBL_291_M2_M1+PM,MDC,H02,9,4,,211227,211227,211227,211227,NaN,,,13687.83081,13687.83081,NaN
NBL_291_M2_M1+PM,MIP-1α,H02,6,4,,1495773,1495773,1495773,1495773,NaN,,,9364.148942,9364.148942,NaN
NBL_291_M2_M1+PM,MIP-1β,H02,2,4,,1619645,1619645,1619645,1619645,NaN,,,8213.360295,8213.360295,NaN
NBL_291_M2_M1+PM,TARC,H02,4,4,,124988,124988,124988,124988,NaN,,,1299.93858,1299.93858,NaN
NBL_291_M2_M1+PM,GM-CSF,H02,1,2,,37974,37974,37974,37974,NaN,,,223.219946,223.219946,NaN
NBL_291_M2_M1+PM,IL-12p40,H02,5,2,,410945,410945,410945,410945,NaN,,,8196.130159,8196.130159,NaN
NBL_291_M2_M1+PM,IL-15,H02,6,2,,3516,3516,3516,3516,NaN,,,9.948779473,9.948779473,NaN
NBL_291_M2_M1+PM,IL-16,H02,7,2,,3481,3481,3481,3481,NaN,,,87.60794729,87.60794729,NaN
NBL_291_M2_M1+PM,IL-17,H02,8,2,,1708,1708,1708,1708,NaN,,,16.96386471,16.96386471,NaN
NBL_291_M2_M1+PM,IL-1α,H02,2,2,,11499,11499,11499,11499,NaN,,,43.12058446,43.12058446,NaN
NBL_291_M2_M1+PM,IL-5,H02,3,2,,1397,1397,1397,1397,NaN,,,1.768034386,1.768034386,NaN
NBL_291_M2_M1+PM,IL-7,H02,4,2,,2145,2145,2145,2145,NaN,,,8.852022407,8.852022407,NaN
NBL_291_M2_M1+PM,TNF-β,H02,9,2,,47123,47123,47123,47123,NaN,,,241.1642934,241.1642934,NaN
NBL_291_M2_M1+PM,VEGF,H02,10,2,,138415,138415,138415,138415,NaN,,,1061.461902,1061.461902,NaN
NBL_291_M2_M1+PM,IFN-γ,H02,1,2,,1732311,1732311,1732311,1732311,NaN,,,31093.53567,31093.53567,NaN
NBL_291_M2_M1+PM,IL-10,H02,7,2,,709821,709821,709821,709821,NaN,,,1648.301431,1648.301431,NaN
NBL_291_M2_M1+PM,IL-12p70,H02,8,2,,33917,33917,33917,33917,NaN,,,107.2739402,107.2739402,NaN
NBL_291_M2_M1+PM,IL-13,H02,9,2,,5980,5980,5980,5980,NaN,,,36.11637234,36.11637234,NaN
NBL_291_M2_M1+PM,IL-1β,H02,2,2,,136892,136892,136892,136892,NaN,,,151.9495666,151.9495666,NaN
NBL_291_M2_M1+PM,IL-2,H02,3,2,,6675,6675,6675,6675,NaN,,,15.20792819,15.20792819,NaN
NBL_291_M2_M1+PM,IL-4,H02,4,2,,42037,42037,42037,42037,NaN,,,35.08557641,35.08557641,NaN
NBL_291_M2_M1+PM,IL-6,H02,5,2,,1599882,1599882,1599882,1599882,NaN,,,5011.747632,5011.747632,NaN
NBL_291_M2_M1+PM,IL-8,H02,6,2,,1551275,1551275,1551275,1551275,NaN,,,4642.641066,4642.641066,NaN
NBL_291_M2_M1+PM,TNF-α,H02,10,2,,1889971,1889971,1889971,1889971,NaN,,,7060.33356,7060.33356,NaN
NBL_291_M2_PM,Eotaxin,F02,1,4,,1783,1783,1783,1783,NaN,,,173.6944197,173.6944197,NaN
NBL_291_M2_PM,Eotaxin-3,F02,3,4,,609,609,609,609,NaN,,,32.40095105,32.40095105,NaN
NBL_291_M2_PM,IL-8,F02,7,4,,585454,585454,585454,585454,NaN,,,433889.4496,433889.4496,NaN
NBL_291_M2_PM,IP-10,F02,5,4,,51096,51096,51096,51096,NaN,,,335.4563633,335.4563633,NaN
NBL_291_M2_PM,MCP-1,F02,8,4,,1783692,1783692,1783692,1783692,NaN,,,14415.05823,14415.05823,NaN
NBL_291_M2_PM,MCP-4,F02,10,4,,1436840,1436840,1436840,1436840,NaN,,,6420.845487,NaN,NaN
NBL_291_M2_PM,MDC,F02,9,4,,1642463,1642463,1642463,1642463,NaN,,,75127.83635,75127.83635,NaN
NBL_291_M2_PM,MIP-1α,F02,6,4,,1079044,1079044,1079044,1079044,NaN,,,7515.443387,7515.443387,NaN
NBL_291_M2_PM,MIP-1β,F02,2,4,,1578457,1578457,1578457,1578457,NaN,,,8045.109636,8045.109636,NaN
NBL_291_M2_PM,TARC,F02,4,4,,1779274,1779274,1779274,1779274,NaN,,,20617.73673,20617.73673,NaN
NBL_291_M2_PM,GM-CSF,F02,1,2,,2900,2900,2900,2900,NaN,,,9.884030988,9.884030988,NaN
NBL_291_M2_PM,IL-12p40,F02,5,2,,302942,302942,302942,302942,NaN,,,5623.503185,5623.503185,NaN
NBL_291_M2_PM,IL-15,F02,6,2,,419,419,419,419,NaN,,,0.561381808,0.561381808,NaN
NBL_291_M2_PM,IL-16,F02,7,2,,2706,2706,2706,2706,NaN,,,70.14134656,70.14134656,NaN
